,0
144,绿地紫瑞里 
145,新景璟誉府 
146,倍特金杏苑B区 
147,梧桐世家一期 
148,天合汇锦城 
149,誉峰一期 
150,人居盛和林语南区 
151,观园国际 
152,都会路苑 
153,彩虹街2号 
154,东苑F区 
155,育才竹岛 
156,自由星城一期 
157,紫荆核动力院宿舍 
158,新光花园 
159,怡丰花园 
160,中德英伦联邦C区 
161,美洲花园棕榈湾 
162,融城理想 
163,雄飞新园紫郡 
164,建发翡翠鹭洲 
165,银都花园 
166,时代晶科名苑 
167,香榭国际 
168,大城际 
169,紫荆春天 
170,润莱金座 
171,天府长城图南多 
172,630宿舍 
173,成达佳园 
174,朗基天香 
175,中和警官公寓 
176,神仙树缤纷 
177,远大都市风景四期 
178,建发天府鹭洲 
179,德政苑 
180,天府长城嘉南地 
181,桐梓林壹号 
182,融创香璟台东苑一期 
183,英郡三期 
184,南方半岛花园 
185,北大资源紫境府一期 
186,誉峰二期 
187,仁和春天国际花园 
188,香月湖 
189,仁和街39号院 
190,长城半岛城邦三期 
191,金竹苑B区 
192,城市春天 
193,远大都市风景三期 
194,新景鼎南川宇 
195,紫荆名园 
196,融创香璟台西苑四期 
197,领馆国际城 
198,礼顿山1号 
199,和贵蜜巢 
200,长信公寓 
201,招商大魔方玺悦轩 
202,华宜铂仕公馆 
203,王府花园 
204,芳草东街一号院 
205,彩世界 
206,复地金融岛 
207,神仙树馨苑 
208,长城半岛城邦二期 
209,南城都汇汇曦园三期 
210,牡丹御园 
211,英郡一期 
212,玉林名居二期 
213,佳利花园一期 
214,南城都汇汇翠园一期 
215,兴蓉北街3号 
216,棕榈南岸 
217,南城都汇汇晴园五期 
218,南城都汇汇朗园五期 
219,蓝光雍锦丽府 
220,润新花园一期 
221,锦城汉府 
222,万科金域名邸二期 
223,紫荆北路16号 
224,嘉祥瑞庭南城 
225,凯德世纪名邸东庭 
226,新园大道26号院 
227,雄飞新园名都 
228,誉峰M5行政公寓 
229,誉峰三期 
230,润富国际公寓 
231,每日汇城 
232,三利领事公馆 
233,朗诗熙华府 
234,领馆逸品 
235,人居盛和林语北区 
236,金控时代广场 
237,双桂社区36号院 
238,融城后街 
239,电子工业部三十所宿舍 
240,远雄风华园 
241,世龙广场 
242,融创香璟台西苑三期 
243,玉虹巷2号 
244,建发中央鹭洲 
245,中海名城二期 
246,万欣名邸 
247,奥克斯广场 
248,沙子堰西巷5号 
249,瑞升南园 
250,锦辰佳苑 
251,中海名城三期 
252,嘉年华国际社区 
253,融创香璟台西苑二期 
254,蜀都中心二期 
255,棕榈泉国际中心 
256,新北小区三期 
257,雅颂居二期 
258,清华坊 
259,峰度天下 
260,绿地之窗 
261,南门绿郡 
262,香木林领馆尚城 
263,紫竹北街65号 
264,无国界 
265,蓝花楹 
266,祥和佳苑(高新) 
267,英祥财富领域 
268,君和源 
269,新绿季节 
270,神仙树大院二期 
271,融创香璟台西苑一期 
272,华府西苑 
273,天府长城柏南郡 
274,聚雅苑 
275,大源国际中心 
276,名城金典 
277,正成南郡 
278,北大资源紫境府二期 
279,紫荆岁月 
280,沙子堰西巷3号 
281,中德英伦联邦D区 
282,中德英伦世邦J区 
283,天府欣苑西区 
284,盛南领地 
285,青云阁 
286,三十所宿舍 
287,英郡二期 
288,凯德天府 
289,峰汇中心 
290,金竹苑A区 
291,紫华苑 
292,金竹苑D区 
293,润和原筑 
294,芳华街25号 
295,梧桐苑 
296,长城半岛城邦一期 
297,御府花都 
298,蓓蕾东巷1号 
299,龙祥佳苑三期 
300,保利锦湖林语北区 
301,新乐北巷2号 
302,精诚苑 
303,南馨园 
304,翡翠家园 
305,芳草东街54号 
306,新港国际花园 
307,中环岛 
308,绿岸嘉苑 
309,美洲花园二期 
310,翔宇苑二期 
311,兴蓉街2号 
312,美洲花园城南公馆 
313,银都花园欣苑五期 
314,中海名城一期 
315,兴蓉佳苑 
316,自由星城二期 
317,宸光和悦 
318,锦城悦庭 
319,西派国际 
320,肖家河街86号 
321,人居天府汇城 
322,紫荆馨苑 
323,名人苑 
324,东苑B区 
325,德商御璟天骄 
326,远大都市风景二期 
327,南苑小区B区 
328,银都花园嘉苑三期 
329,大源南二街145号院 
330,两江国际 
331,融创香璟台东苑二期 
332,天合凯旋南城 
333,润兰花园 
334,美洲花园一期 
335,东苑锦江派 
336,兴元丽都 
337,金叶苑 
338,倍特金杏苑A区 
339,玉馨苑 
340,宸光和悦二期 
341,彩虹街3号 
342,天府世家 
343,翔宇花园 
344,晓初公寓(高新) 
345,信苑 
346,南郡七英里 
347,凯丽滨江花园 
348,青年一号 
349,芳草苑 
350,艺雅苑 
351,铝材厂宿舍 
352,沙子堰西巷2号 
353,翔宇苑三期 
354,如意人家 
355,万科公园5号 
356,新源巷5号 
357,肖家河街 
358,新源巷9号 
359,恒瑞新川中心一期 
360,东苑D区 
361,中环丰锦 
362,江南苑 
363,新雅中街32号 
364,中国铁建西派澜岸 
365,玉虹巷3号 
366,盛世名居 
367,元通一巷5号 
368,天府花园三期 
369,芳草东街64号 
370,天府花园二期 
371,经典嘉苑 
372,翔宇苑一期 
373,桂溪苑 
374,紫薇庭院 
375,大源南一街120号 
376,恩威玲珑南域 
377,锦城南府 
378,和平秀苑 
379,天府长城丽日清风 
380,南钻威尼斯 
381,大世界商业广场 
382,紫荆巷56号院 
383,南苑小区A区 
384,大源南二街178号院 
385,康桥雅舍 
386,新北佳苑 
387,布鲁明顿广场 
388,佳利花园三期 
389,城南春天 
390,大源南二街5号院 
391,双吉社区48号院 
392,棕榈山庄 
393,和平锦苑 
394,和平雅苑 
