,0
463,电建·洺悦玺 
464,鑫城府 
465,福兴苑(金牛) 
466,外化成五里墩路49号 
467,汇阳新村 
468,西城映画 
469,芙蓉华庭 
470,临江苑(金牛) 
471,智业公寓 
472,抚琴街南三巷 
473,营福巷84号 
474,阳光地带(金牛) 
475,新桥丽景B区 
476,金沙国际花园 
477,蜀光路14号 
478,嘉宇天琢城 
479,万福花园 
480,外化成五里墩东街143号 
481,西体北路1号 
482,恒和华园 
483,万科锦西润园 
484,王家巷16号 
485,钻石年代 
486,百仁安盛 
487,沙湾商寓 
488,芙蓉宅院 
489,西雅语嫣 
490,外化成五里墩东街92号 
491,平福路129号 
492,平福路122号 
493,金琴路160号 
494,西体路8号 
495,中铁瑞景汇中心 
496,青羊东二路78号 
497,一环路北二段100号 
498,南玻商厦 
499,交大南园 
500,营和街9号 
501,融信公馆 
502,交桂二巷1号院 
503,营和巷12号 
504,光荣西路60号 
505,万科国宾润园 
506,明苑西区 
507,抚琴街北二巷1号 
508,金沙路137号 
509,通锦路17号院 
510,金仙桥路22号 
511,西青路48号 
512,香榭里公交苑 
513,锦熙玉苑 
514,九里园 
515,天合苑 
516,二道桥街36号 
517,泉水人家 
518,永陵路7号 
519,平福路6号附16号院 
520,营门口路242号 
521,蜀蓉路8号 
522,西安北路87号 
523,金沙御苑 
524,加贝花园 
525,保利天玺 
526,金港商城 
527,银桂桥一巷30号 
528,北站东二路13号 
529,星辰苑 
530,花照壁小区一期 
531,经典2000 
532,华凌尚城 
533,育苗佳苑 
534,金泉阳光景新苑 
535,青羊东二路125号 
536,蜀兴南街3号 
537,金荷名邸 
538,平福路124号 
539,西油苑 
540,茗苑公寓 
541,金域港湾 
542,千禧花园 
543,长久一巷19号 
544,银沙公寓 
545,马鞍北路社区 
546,蜀汉路2号 
547,二环路西三段26号 
548,天茵苑 
549,银沙新居 
550,赛云台北路3号 
551,五福花园 
552,张家巷 
553,抚琴街南四巷5号 
554,新桥逸景A区 
555,营和街17号 
556,金科苑路27号 
557,红花东路55号 
558,金仙桥路20号 
559,一环路北三段2号 
560,绿杨邨 
561,田家巷13号 
562,交警宿舍 
563,外曹家巷23号 
564,张家巷36号 
565,通锦路15号院 
566,府河苑 
567,解放西路 
568,华侨城东岸三期 
569,解放路二段95号 
570,金牛区教师宿舍 
571,营策巷27号 
572,金盾苑 
573,金沙美邻丽榭苑 
574,营和街43号 
575,金沙桥街5号 
576,星辉东路19号 
577,光荣北路75号 
578,二道桥街46号 
579,明苑公寓 
580,金府路6号 
581,抚琴东北路 
582,金科苑中街103号 
583,桂香庭园 
584,太阳门 
585,欣民苑 
586,交大智能八期 
587,华侨城天鹅堡 
588,外化成五里墩路17号 
589,信禾人家(金牛) 
590,金鹏雅舍 
591,卓越云际 
592,金房苑琴园 
593,泰基花语廊 
594,九里欣居 
595,营中巷32号 
596,泉水东苑A区 
597,银沙北街90号 
598,碧园公寓 
599,都市人家二期 
600,华侨城纯水岸208区 
601,金色阳光 
602,蜀明东路4号 
603,互利西一巷5号 
604,明阳家在回廊 
605,金色池塘 
606,一品天下A区 
607,众合北尚二期 
608,西祥公寓 
609,银沙正街33号 
610,大院人家 
611,文家东巷14号 
612,华侨城东岸二期 
613,光荣北路71号 
614,北站东二路7号 
615,二环路北三段191号 
616,金房央座 
617,庭芳苑 
618,天仁雅居 
619,肖家新居 
620,西安北路三巷2号 
621,万担仓路3号 
622,华西园 
623,九里堤北路42号院 
624,白马寺街10号院落 
625,长乐苑 
626,马鞍北路28号 
627,平福里 
628,佳美花园 
629,金牛综贸大厦 
630,西林巷14号 
631,西锦国际二期 
632,营康路114号 
633,金沙路1号 
634,沙湾东一路19号 
635,抚琴西北街38号 
636,银沙正街2号 
637,首开龙湖紫宸一组团 
638,互助路 
639,西城上域 
640,福宁路8号小区 
641,西延雅舍 
642,西林巷22号 
643,银沙正街70号 
644,一环路北一段270号 
645,锦城豪庭 
646,万隆花园 
647,博雅庭韵 
648,益州锦苑 
649,红花东路 
650,天府名苑 
651,育苗路11号 
652,书香门第 
653,正成拉斐 
654,三洞桥路8号 
655,天地芳苑 
656,佳美榕苑 
657,锦城世家 
658,营策巷29号 
659,龙湖·上城天玺 
660,光荣北路69号 
661,抚琴西北街28号 
662,西香纪 
663,颐园(金牛) 
664,抚琴西苑南区 
665,抚琴街北一巷7号 
666,金沙美邻丽锦苑 
667,营福庭苑 
668,卧牛巷10号 
669,金仙桥路6号 
670,观音阁后街2号 
671,三洞桥6号 
672,三友小区 
673,玉锦名都 
674,金港湾酒店 
