,0
178,合能珍宝金楠 
179,新界二期 
180,郭家桥北街10号 
181,武青嘉苑 
182,武侯祠东街2号 
183,榕影苑 
184,罗浮世家二期 
185,中华名园一期 
186,丽都花园丽府 
187,美丽星 
188,众合西景 
189,金楠国际 
190,蓝光金双楠一期 
191,会所花园 
192,嘉瑞苑二期 
193,太平盛世B区 
194,国嘉南苑二期 
195,双景秀庭 
196,康河郦景三期 
197,新界三期 
198,时代丽都美语 
199,蓝光金楠府 
200,星语双城二期 
201,优客联邦一期 
202,锦官城一期 
203,四季花城 
204,长城宜苑 
205,大学路1号 
206,中粮香颂丽都 
207,棕竹街5号 
208,正黄上岭 
209,佳顺苑 
210,富都苑 
211,南棠蜜邸 
212,南岸一家 
213,新希望锦悦楠庭 
214,高碑瑞苑一期 
215,蜀汉街10号 
216,双楠尊邸 
217,嘉瑞苑一期 
218,诚品上院 
219,川航佳园 
220,兴元丽园A区 
221,丽都世家A区 
222,武侯祠大街89号 
223,维港 
224,新空间花园 
225,远鸿方程式 
226,建国巷4号 
227,楠宝石 
228,花香庭园 
229,天邑华庭 
230,下一站都市 
231,曼哈顿一期 
232,双楠家园 
233,巴黎阳光 
234,双楠二区 
235,翠堤春晓 
236,伊甸阳光 
237,首航欣程 
238,东原印长江 
239,双楠锐派 
240,交通局宿舍 
241,锦官新城西区 
242,左邻右舍 
243,锦绣街9号 
244,高升桥北街6号 
245,盛隆街2号 
246,置信丽都花园城D区 
247,优地B区 
248,怡泰花园 
249,杰座 
250,通祠路6号院 
251,华都星公馆一期 
252,玉林上横巷 
253,凯莱国际寓所 
254,龙江电信公寓 
255,倒桑树街106号 
256,玉通巷3号 
257,双楠美邻 
258,棕南正街8号 
259,巷上生活馆 
260,武侯祠大街252号 
261,凯莱帝景 
262,樱花假日 
263,龙腾花园 
264,航空花园 
265,锦和名邸 
266,首信首御 
267,双楠回归线 
268,中粮祥云二期 
269,杜甫花园 
270,瑞金广场 
271,大华世都 
272,保利天悦 
273,华府双楠 
274,城南驿站 
275,长居花园 
276,南辰景秀 
277,楠庭理想 
278,园中园南苑 
279,星悦领地 
280,百花正街42号 
281,保利花园三期 
282,城楠映象 
283,金城丽舍 
284,怡安花园 
285,嘉云台 
286,丽都帝景 
287,上锦雅筑 
288,红运花园馨苑 
289,SOHO沸城 
290,红城 
291,华宇静苑二期 
292,置信丽都花园城B区 
293,丰德国际广场 
294,保利西堂里院 
295,保利花园五期悦榕郡 
296,磨子巷8号 
297,园中园西苑 
298,龙锦花园 
299,大学路12号 
300,保利花园一期 
301,通祥苑 
302,泊景湾 
303,吉馨苑 
304,武侯祠大街260号 
305,中华园锦苑 
306,中粮香榭丽都 
307,金陵横路48号 
308,胜利公寓 
309,兴元丽园B区 
310,双丰路38号 
311,成通小区 
312,锦上南庭 
313,园中园东苑 
314,花木林 
315,南华苑 
316,成科路7号 
317,正成金楠尚府 
318,嘉楠美地 
319,华尔兹广场(武侯) 
320,华西美庐 
321,一环路西一段69号 
322,棕北国际 
323,龙锦慧苑 
324,郭家桥北街3号 
325,成科路1号附25号 
326,星语双城一期 
327,一环路南三段51号 
328,君悦尚都 
329,龙爪小区2号院 
330,中海熙苑二期 
331,新筑公寓 
332,置信巴厘岛D区 
333,百吉街52号 
334,置信丽都楠庭 
335,百花福园(百花正街) 
336,七里晓月 
337,临江路16号 
338,丽景华庭一期 
339,圣安卓国际公寓 
340,郭家桥西街4号 
341,云湖阳光 
342,绿地GIC贰期 
343,蓝光雍锦世家 
344,高升瑞景 
345,华宇蓉国府 
346,三度空间 
347,胜利村110号附4号 
348,郭家桥西街7号 
349,人民南路四段15号 
350,广厦街62号 
351,科院街12号 
352,百花邨 
353,海天阁 
354,郭家桥西街5号 
355,楠逸苑 
356,菊乐路122号 
357,傲仕门 
358,优地A区 
359,锦绣街7号 
360,交大归谷国际社区 
361,长盛续锦 
362,永丰场街57号 
363,罗浮世家一期 
364,海蓉新邨 
365,顺达苑 
366,蜀光苑小区 
367,楠丽湾 
368,龙爪小区北1号院 
369,水漪袅铜 
370,保利大国璟 
371,锦绣花园东区 
372,文化公寓(武侯) 
373,郭家桥北街11号 
374,龙祥苑(武侯) 
375,小天公寓 
376,置信逸都花园天乐苑 
377,泰逸家园 
378,布鲁汀 
379,双楠映象 
380,万科金色海蓉三期 
381,花样年华四期 
382,永吉苑 
383,花间兰庭 
384,川大南园 
385,新界四期 
386,青年家园 
387,好家园 
388,长顺苑 
389,双发金英汇 
390,时代100 
391,阳光城檀府 
392,江安河畔 
393,芙蓉苑小区 
394,绿地腾飞公馆 
395,置信丽都花园D区 
396,锦宏宝润苑 
397,绿地GIC壹期 
398,家和南苑 
399,龙锦文苑 
400,团结小区 
401,金地贝福里花园 
402,晋源彩庭 
403,百花公寓 
404,武侯祠大街4号 
405,玉林横街13号 
406,川大新北村 
407,幸福时光 
408,玉林八巷 
409,诺金山 
410,棕竹园 
411,倪家桥路8号 
412,丽都首府 
413,国嘉美领居 
414,吉春苑 
415,双楠谊苑二期二区 
416,黄华楼 
417,纳米爱邸 
418,倪家桥路10号 
419,杜鹃花园 
420,新苗新居二号地 
421,风华庭 
422,人民南路三段31号 
423,中粮祥云一期 
424,城南新贵 
425,簇锦南街82号 
426,长城馨苑(武侯) 
427,园丁园 
428,锦江花园城 
429,玉林南路13号 
430,卫欣苑 
431,燃灯寺北街86号 
432,洗面桥横街33号 
433,檀悦雅筑 
434,棕榈花园 
435,月光琉域 
436,新南路84号 
437,华都星公馆二期 
438,恒昌永乐园 
439,城市阳光 
440,乐居福园 
441,和鸿天府金花 
442,武侯祠横街16号 
443,华宇静苑一期 
444,龙湖天宸原著 
445,百花东街52号 
446,燃灯寺路3号 
447,中央花园一期 
448,锦官苑 
449,碧云天 
450,置信丽都花园B区 
451,百花紫荆苑 
452,干警宿舍 
453,亚太广场 
454,置信巴厘岛C区别墅 
455,万高都市欣城 
456,龙湖金楠时光 
457,凯悦新城 
458,晏苑公寓 
459,珑熙郡 
460,玉林六巷5号 
461,长城祥苑 
462,颐和雅居 
463,双楠港汇广场 
464,临江路8号 
465,香樟林 
466,中粮武侯瑞府 
467,交大花园武侯小区 
468,临江路7号 
469,花样年花好园 
470,交大广厦小区 
471,民乐园288号 
472,名流花园 
473,高碑瑞苑二期 
474,美丽人生 
475,翠云庭 
476,一环路西一段67号 
477,武侯祠大街262号 
478,中华园华苑 
479,晋源彩庭博派 
480,楠极地 
481,建国巷2号 
482,云锦城市花园 
483,红牌楼北街14号 
484,慧苑(武侯) 
485,燃灯寺北街40号 
486,菊园 
487,和信派都 
488,纯真年代 
489,中央花园四期 
490,中央花园三期 
491,胜利村110号附1号 
492,郭家桥西街3号 
493,川大新南村 
494,祥苑(武侯) 
495,川大花园（南园） 
496,交大花园北苑 
497,西派城D区 
498,九峰国际 
499,西派宸樾 
500,玉林南街10号 
501,郭家桥南街1号 
502,富港花园 
503,少陵社区双楠邮政宿舍 
504,时代空间 
505,天府南苑 
506,楠郡B区 
507,天乐嘉苑 
508,晋阳路116号 
509,红帆蓝调 
510,玉林东路2附1号 
511,郭家桥南街3号 
512,玉林东路28号 
513,玉林横街22号 
514,科华之星 
515,牡丹名苑 
516,一环路南三段41号院 
517,新界一期 
518,小天西巷7号 
519,临江路9号 
520,康河郦景一期 
521,武侯祠横街 
522,科华中路193号院 
523,科华中路119号 
524,临江路52号 
525,广福桥街10号 
526,彩虹花园 
527,山南家园 
528,大学路10号 
529,京川教师苑 
530,华西大厦 
531,武新花园 
532,蜀汉东街8号 
533,驿鑫乡卿城 
534,双楠花园 
535,燃灯寺北街63号 
536,丰德万瑞中心 
537,燃灯寺北街29号 
538,中海格林威治城小户 
539,翠海庭 
540,泰庄花园 
541,汇景新村(武侯) 
542,红牌楼北街15号 
543,西派城B区 
544,人民南路四段9号院 
545,棕苑巷7号 
546,锦绣街2号 
547,双楠融域 
548,逸尚美庭 
549,协力苑 
550,中铁金花国际城 
551,武侯祠横街8号 
552,卫居苑 
553,云天小区 
554,龙井桂苑 
555,康河郦景二期 
556,锦江苑(武侯) 
557,共和路7号 
558,置信花园 
559,爱家特区 
560,少陵横街34号 
561,彩虹苑 
562,清荷苑 
563,科院街8号院 
564,锦宏骏苑北区 
565,新时空公寓 
566,农商银行宿舍 
567,郭家桥南街4号 
568,半边街新居西区 
569,大石西一街1号 
570,广福桥街30号 
571,红牌楼北街11号 
572,胜利新村11号 
573,香月楠岸 
574,锦绣花园西区 
575,置信丽都花园城C区 
576,天竺丽苑 
577,二环路南二段27号 
578,米兰风度花园 
579,龙井南街66号 
580,广福楼 
581,锦官新城东区 
582,海会花园 
583,菊乐路151号院 
584,名士公馆 
585,大城小居 
586,教育学院教师公寓 
587,旅游村 
588,龙江商寓 
589,诗锦苑 
590,怡苑 
591,武海新街坊 
592,美丽天城 
593,清风晓筑 
594,玉洁东街4号 
595,交大庭院 
596,太平南新街104号 
597,临江路60号 
598,晋平街20号 
599,宏景园 
600,新景观美墅云间 
601,红牌楼北街10号 
602,添馨苑 
603,莱茵河畔 
604,科华南苑 
605,锦昌苑 
606,一环路南二段22号 
607,电子商务大厦 
608,龙江路23号 
609,香悦府 
610,和谐公寓 
611,玉林北路5号 
612,高速大厦 
613,锦宏阁 
614,尚房国际公馆 
615,玉林街 
616,蓝光金悦城 
617,玉洁巷8号 
618,梓桐苑 
619,新巢小区二期 
620,武侯花园 
621,顺苑(燃灯寺路) 
622,龙江公寓 
623,嘉豪公寓 
624,一环路南二段7号附3号 
625,玉通巷5号 
626,人民南路四段20号 
627,中央花园精一区 
628,十四巷2号 
629,玉林南街12号 
630,锦花苑(武侯) 
631,风华苑 
632,锦宏骏苑南区 
633,锦城苑(武侯) 
634,玉洁巷12号 
635,玉林街26号 
636,风尚国际 
637,高升桥北街5号 
638,花间集 
639,中环晓院 
640,新世纪 
641,棕南西街5号 
642,西派城C区 
643,双楠名城一期 
644,阳光花园(武侯) 
645,华馨名屋 
646,双楠风景一期 
647,百花南街1号 
648,棕南俊园 
649,大华情融苑 
