,0
91,东立国际花城 
92,川网国际花园 
93,江安花园 
94,宗申流溪丽园 
95,怡心湖岸二期 
96,空港十六区 
97,加贝书香尚品 
98,蜀镇御景湖 
99,华新花予墅 
100,蓝光圣菲悦城一期 
101,九龙仓时代上城 
102,贵通御苑雙楠城 
103,合能珍宝翡翠 
104,蜀镇观澜湖 
105,海棠公馆一期 
106,成都国韵村 
107,德商华府天骄 
108,翰林南城 
109,四季花语 
110,远大林语城南庭 
111,四川路桥机械化小区 
112,空港首座 
113,莲花社区 
114,天湖湾 
115,温哥华花园四期 
116,欧香名苑 
117,格林城 
118,宏达世纪丽景 
119,流溪别院雅苑 
120,万科第五城二期 
121,景茂名都 
122,骑士郡锦程二期 
123,华汇天地 
124,大成天府景秀一三期 
125,时代锦城 
126,太禾水晶城 
127,南城香山 
128,空港小院花语 
129,万科第五城四期 
130,王府锦苑 
131,长欣苑 
132,华润公园九里三期 
133,中铁建西派国樾1号地（一期） 
134,棠府锦绣城 
135,空港晶座 
136,香瑞楠府 
137,新碧园 
138,北大资源燕楠国际 
139,新双城 
140,华润公园九里 
141,九龙仓时代小镇 
142,锦丽华庭 
143,怡心湖岸一期 
144,燃建小区 
145,一杆旗东街99号 
146,富豪新岸 
147,交大归谷楠岸 
148,兰亭半岛 
149,南阳锦城锦绣阁 
150,隆鑫十里画卷 
151,邦泰华府公馆 
152,紫东润院 
153,燕楠国际云锦 
154,北京城建龙樾湾 
155,远大林语城 
156,三都汇朝外 
157,北辰鹿鸣院 
158,人居都市阳光 
159,贵通御苑映月湾 
160,新科花园 
161,南昌路 
162,金科集美学府 
163,万景蓉元 
164,佳兆业威登郡 
165,西北街12号 
166,新航印象 
167,学府嘉苑 
168,蜀镇·锦丽湾 
169,蜀镇锦云阁 
170,水木华夏 
171,诚园 
172,东韵花园 
173,俊豪小区 
174,蜀镇金楠湖 
175,悦雅城 
176,骑士郡 
177,空港之星 
178,百货公司宿舍 
179,华鑫家苑 
180,弗客水岸 
181,城投置地楠悦 
182,光明蓉府 
183,蓝润棠湖春天V客 
184,蜀镇·锦悦府 
185,景茂雍水岸郦府 
186,上优水岸 
187,一杆旗南二街27号 
188,华宜上锦 
189,景茂名都东郡 
190,万科第五城三期 
191,景茂雍水岸 
192,空港星品地 
193,水电五局成都基地常乐小区 
194,中铁建西派国樾2号地（三期、四期） 
195,优品时代三期 
196,锦镇 
197,蜀镇尚楠湾 
198,大成公寓 
199,富豪时代 
200,空港上辰 
201,江安逸人居 
202,瑞升明院 
203,电视塔路一段124号 
204,鑫东祥瑞 
205,温资金港华府 
206,景逸华宅 
207,顺城街47号 
208,棠湖东路二段64号 
209,锦绣楠郡 
210,双樱阁 
211,成都早晨 
212,香博城 
213,电视塔路一段142号 
214,藏卫路南一段45号 
215,大成天府景秀二期 
216,北大资源公园1898 
217,长冶路一段82号 
218,橡树华庭 
219,锦江苑(双流) 
220,万科第五城一期 
221,弗客城 
222,吴家坝北街94号院 
223,吴家坝中街55号 
224,空港新天地 
225,电视塔路一段63号 
226,天伦家园 
227,亚丁小镇 
228,金城公寓 
229,润扬书院阁 
230,化工院 
231,中铁建西派国樾3号地（二期、五期） 
232,陕西街74号 
233,雄飞翰林书院 
234,双流区西安路110号 
235,花月东街10号 
236,明庭佳园 
237,奥园天骄 
238,香楠国际 
239,南丽湾 
240,藏卫路北四段51号 
241,宏昌佳苑 
242,蜀镇金悦湖 
243,维也纳森林别墅 
244,万达明城 
245,名丽苑 
246,长冶路一段37号 
247,艾佳上邸 
248,三鑫苑 
249,华兴苑B区 
250,蜀镇领秀湖 
251,金玉满堂二期 
252,西航港新街53号 
253,家益庭园 
254,欧城花园 
255,欧香花园 
256,长冶路三段135号 
257,海棠时代广场 
258,芳馨苑 
259,教委小区 
260,南城锦尚 
261,弘民苑A区 
262,弘民新城 
263,顺城街29号 
264,瑞华天地 
265,南港家园 
266,王府花园三期 
267,西安路一段49号 
268,摩卡空间 
269,锦尚阳光 
270,金科领地博翠粼湖 
271,融创长滩壹号 
272,际华东苑 
273,欧城雅典 
274,佳禾永福 
275,川桥四处大院 
276,东泰新居 
277,吴家坝北街154号院 
278,王府花园二期 
279,东升大院 
280,桂花苑小区 
281,贵通御苑金枫阁 
282,双流区财政局宿舍 
283,富豪庭苑 
284,双都会 
285,联益四合院 
286,旭辉金科棠府 
287,北大资源燕楠国际三期 
288,海棠丽景 
289,宗申流溪别院四期 
290,三强西路一段124号 
291,三盛翡俪山 
292,炉霍干休所驻双流干休所 
293,棠湖北路57号 
294,八一二厂公寓 
295,雨竹居 
296,棠湖公寓 
297,海棠金宇 
298,藏卫路南一段105号 
299,建阳欣语二期 
300,美域 
301,双建公寓 
302,书香芳邻二期 
303,金座蓉城胜景 
304,墨香府邸 
305,华安小区 
306,月都家园 
307,新城风情 
308,华腾舒云居 
309,协信星鹭原 
310,三强南路一段20号 
311,富豪逸阳华庭 
312,兰桂苑 
313,城北下街63号院 
314,新三鑫苑 
315,新秀花园 
316,清泰路一段7号 
317,棠湖帝景 
318,加国枫韵 
319,瑞丰苑(双流) 
320,白鹤庭院 
