,0
161,东城攻略 
162,流星花园 
163,拱背桥街25号 
164,自在轩 
165,翡翠城四期 
166,天紫界 
167,青龙横街37号 
168,摩根中心 
169,华兴新居 
170,上锦美地 
171,都市驿站 
172,MOMA摩玛城 
173,古卧龙桥街12号 
174,王家坝街20号 
175,卓锦城一期 
176,皇经楼一期 
177,卓锦城六期 
178,卓锦城五期 
179,皇后国际 
180,育才都市家园二期 
181,锦江城市花园一期 
182,学道街42号 
183,学道街64号 
184,金象花园一期 
185,绿岛筑 
186,绿地468公馆二期 
187,翡翠城二期 
188,交大绿岭一期 
189,东晶丽苑 
190,东御佲家 
191,中化滨江锦府 
192,融创四海逸家 
193,王家坝街1号 
194,绿地468云玺四期 
195,爱丁郡院 
196,天地自由星城 
197,永兴巷9号 
198,华润凯旋天地 
199,国信滨河雅居 
200,仁恒滨河湾二期 
201,央湖名邸二期 
202,华宇广场 
203,望江锦园 
204,昆仑华庭 
205,成龙花园 
206,皇经花园B区 
207,城市理想 
208,莲桂苑 
209,新开街3号 
210,大地城市脉搏 
211,下莲池街14号 
212,净居寺南街198号 
213,锦江华庭 
214,青青河畔 
215,粼江峰阁 
216,环球汇广场 
217,蓝光郁金香花园广场 
218,华润置地自在域 
219,恒大望江华府 
220,暑袜北一街132号 
221,卓锦城四期 
222,玉皇观街1号 
223,指挥街70号 
224,金海岸公寓 
225,朗基望今缘 
226,吉祥佳苑 
227,朗御 
228,铁狮门晶融汇 
229,蓝润V客东都二期 
230,牛市口路14号 
231,锦江逸家 
232,学道街76号 
233,时代豪庭二期 
234,育才都市家园三期 
235,绿园小区 
236,金领大厦 
237,望江水岸 
238,点将台街56号院 
239,缤舍 
240,校园春天 
241,望江嘉苑 
242,成功红树林 
243,双槐树街90号 
244,紫东梵谷二期 
245,致瑞雅苑B区 
246,弘邦领邸 
247,东光街8号 
248,王府井百货 
249,明珠园三期 
250,东光南二巷2号 
251,牛沙小区 
252,华宇嘉苑 
253,永兴社区 
254,公平巷23号 
255,泰合国际财富中心 
256,海棠佳苑 
257,大观里12号院 
258,龙舟苑 
259,Q城 
260,绿地锦天府 
261,世代锦江凯旋门 
262,沙河壹号一期 
263,滨江公寓(锦江) 
264,科甲大厦 
265,督院街54号 
266,龙舟路55号 
267,新莲新苑 
268,糍粑店街4号 
269,静居嘉苑 
270,东方阳光城B区 
271,东大街下东大街段8号 
272,向荣苑 
273,世代锦江商务楼 
274,磨房街40号 
275,紫东锦源 
276,泰华大厦 
277,工农院街82号 
278,东方桂苑 
279,和祥瑞苑 
280,城市博客VC时代 
281,紫东梵谷 
282,龙井苑 
283,东府街27号 
284,中港悦蓉府 
285,锦城峰荟荟澜阁 
286,沙河绿洲 
287,南府锦 
288,金象嘉园 
289,东景雅苑 
290,致瑞雅苑A区 
291,南光工人村宿舍 
292,东韵雅苑 
293,德商锦江天玺 
294,京都大厦 
295,上东锦城B区 
296,新光华街11号 
297,滨江樾府 
298,点将台横街51号 
299,牛王庙巷9号 
300,工农院街80号 
301,点将台横街55号 
302,领域 
303,花香苑四区 
304,东顺城南街51号 
305,东怡园 
306,银木佳苑 
307,滨江东路236号 
308,西部国际金融中心 
309,蓝谷地一二期 
310,东安北左街41号 
311,东光街13号 
312,蓝光金悦天娇 
313,自由天地 
314,世代锦江华宅 
315,中洲中央城邦 
316,莲花新区北一巷4号 
317,工农院街141号 
318,茂业豪园 
319,柳江新居二期 
320,上东家园 
321,锦绣阳光(锦江) 
322,海桐二期 
323,东兴苑 
324,东方广场 
325,ICC天曜 
326,育才都市家园一期 
327,均隆街40号 
328,昭忠祠街47号院 
329,点将台街48号 
330,晶蓝半岛一期 
331,金房三径 
332,四川省原子能研究院住宅（老） 
333,南糠市街48号 
334,天仙桥南路3号 
335,都市公寓 
336,水岸银座 
337,仁恒滨河湾三期 
338,晶蓝半岛二期 
339,天涯南苑 
340,中莲池横街7号 
341,东新街4号 
342,长城锦苑 
343,翠风苑公寓一期 
344,三槐树路5号 
345,皇经嘉苑 
346,华固一品 
347,金府花园 
348,学府芳邻社区 
349,紫气东来 
350,糍粑店街10号 
351,东湖花园水晶座 
352,盛华苑 
353,龙舟路50号 
354,明珠园一期 
355,水碾河路6号 
356,皇经楼新居二期A区 
357,卓锦城三期 
358,大慈寺路28号 
359,东四街141号 
360,大观苑一期 
361,交子公寓 
362,西沟头巷 
363,西丁字街5号 
364,东方新城一期 
365,华民逸园 
366,花香苑二区 
367,莱茵春天 
368,林家坡1号 
369,新希望D10天府 
370,翡翠城一期 
371,下莲池街1号 
372,仁恒滨河湾 
373,五福苑(锦江) 
374,蜀光新城二期 
375,新港湾 
376,中电大厦 
377,昭忠祠街52号 
378,时代豪庭一期 
379,优山悦园 
380,大发百度城 
381,暑袜北一街129号 
382,柳江新居五期 
383,青房云上二期 
384,西丁字街3号 
385,东风路15号 
386,大王钰城 
387,嘉和园二期 
388,指挥街50号 
389,SOHO我的寓所 
390,指挥街34号 
391,走马街34号 
392,比华利国际城三期 
393,青和里南段98号 
394,阳光新业中心 
395,桂王桥北街30号 
396,大科甲巷23号 
397,大观里10号院 
398,秀城 
399,大观里7号 
400,银杏地带 
401,富丽苑 
402,辉煌佳苑 
403,东南苑 
404,新半边街6号 
405,新开街7号 
406,金像苑 
407,中新街60号 
408,五世同堂街66号 
409,三圣街33号 
410,五世同堂街1号 
411,年丰巷53号 
412,东辰苑 
413,园中苑(锦江) 
414,警官公寓 
415,玉沙路98号附1号 
416,东光街9号 
417,玉沙路84号 
418,顺江怡苑 
419,新半边街10号 
420,东城印象小区 
421,新莲馨 
422,吉祥里 
423,上东花园二期 
424,拐枣树街27号 
425,落虹桥10号院 
426,新沙河阳光水岸 
