,0
310,上东阳光林曦 
311,千和公寓 
312,汇鑫苑 
313,航天城甲二区 
314,洪柳花园二期 
315,西鑫苑 
316,巴仨苑 
317,藏龙苑 
318,柏林千和居二期 
319,春秋家院 
320,怡和新居 
321,中梁壹号院 
322,四川省电子产品监督检验所宿舍 
323,东山国际玫瑰谷 
324,洛带新家 
325,公园路安置小区 
326,龙兴苑 
327,驿都水岸丽园 
328,康馨苑二期 
329,雅居 
330,黎明新村四期A区 
331,蓝天小区(龙泉驿) 
332,华气苑 
333,长柏路310号 
334,园丁苑 
335,酱园南街33号 
336,航天南区 
337,星河名居 
338,桂花园 
339,明蜀新村一期 
340,国土园宿舍 
341,宁江社区 
342,商业世界 
