,0
215,悦水蓝山 
216,金石怡苑 
217,万春路269号 
218,创＋理想城 
219,兴城丽景 
220,榕树岭 
221,金穗苑(温江) 
222,海科名城 
223,博海锦城 
224,西藏地质花园 
225,江南房子 
226,中铁瑞景澜庭 
227,鹭湖宫七区A组 
228,锦汇城A区 
229,光华之心 
230,公园壹号 
231,芙蓉古城紫云园 
232,双城维拉小镇 
233,合江苑 
234,友谊苑(温江) 
235,中南上熙府珑悦 
236,丹桂苑(温江) 
237,花涧坊B区 
238,佳禾雅筑 
239,丽景欣城三期 
240,合能枫丹西悦三期 
241,锦绣水岸 
242,建信奥林匹克花园 
243,天来国际文化广场 
244,优取舍 
245,清溪玫瑰园 
246,爱家天地A区 
247,穗苑 
248,老交校家属院 
249,鹭湖宫13区 
250,海峡新城四期 
251,丽日樱花 
252,棠湖泊林小镇 
253,柳南三路168号 
254,王家二巷162号 
255,粟苑 
256,电信家属院小区 
257,玺龙湾 
258,明信凤栖台 
259,学府美地 
260,芙蓉古城芝田居 
261,丽景欣城二期 
262,友谊小区 
263,团结巷 
264,柳南五路138号院 
265,紫荆庭 
266,园丁小区A区 
267,书香华府 
268,紫光兴城(温江) 
269,君怡苑 
270,万春东路54号 
271,祥郡 
272,漫草园二期 
273,丽阳星座 
274,来凤路436号 
275,凤溪大道社区金强会所 
276,东原阅墅 
277,长安盛景 
278,双凤苑(温江) 
279,航天路20号 
280,体育广场A区 
281,鑫华苑 
282,芙蓉古城唐风区 
283,芙蓉古城川西区 
284,鹭湖宫十五区 
285,千喜鑫城 
286,粮食局家属院 
287,行署路16号 
288,塑料十二厂家属院 
289,七彩花都B区一期 
290,中国烽火航天机械厂 
291,水务局小区 
292,信合花园 
293,都市水岸 
294,花涧坊A区 
295,航天花园 
296,五环假日广场 
297,文庙街17号 
298,万春东路50号 
299,百利小区 
300,五一小区 
301,来凤路75 
302,利贞境界 
303,美泉纪 
304,柳河苑 
305,凤溪大道中段62号院 
306,金江苑 
307,柳城印象 
308,雲溪苑 
309,科锦路150号 
310,向阳花园B区 
311,积家御景 
312,疾病预防控制中心家属区 
313,新华苑(温江) 
314,金强柳浪湾1号院 
315,银诚归墅 
316,向阳茗苑 
317,芙蓉古城紫霄园 
318,碧桂园十里源墅 
319,德坤竹韵坊 
320,丛林背景 
321,吾家花苑 
322,温江二中园丁小区A区 
323,庆丰街95号 
324,嘉信苑 
325,芙蓉古城云南区 
326,炎华置信上林赋 
327,金强公寓 
328,中满春花苑 
329,芙蓉古城紫玉园 
330,芙蓉古城苏州区 
331,英才佳园 
332,置信柳城谊苑 
333,迎晖路217号 
