,0
162,百家苑(青羊) 
163,绿地新里城 
164,江郊庭院 
165,狮马路67号 
166,三道街43号 
167,SG珊顿道 
168,文苑路48号 
169,王家塘街14号 
170,长盛苑 
171,青华北二街6号 
172,水岸丽舍 
173,上善清波小区B 
174,光华苑一期 
175,优品道四期曦岸 
176,泡桐树街1号 
177,浣花香 
178,上品金沙 
179,tt尚品 
180,万科金色领域 
181,石人南路10号 
182,生活立方 
183,四道街17号 
184,水岸格林 
185,香格里拉花园 
186,心愿花园一期 
187,海亮爱金沙 
188,石人巷3号 
189,包家巷77号 
190,天邑花园 
191,青龙街71号 
192,光华美邻 
193,中大君悦金沙一二期 
194,人民中路三段14号院 
195,过街楼街125号 
196,太升大厦 
197,童子街庭苑 
198,新城市广场 
199,树德巷3号 
200,印象金沙 
201,方池街33号 
202,文殊院公寓 
203,光华村街54号 
204,西马棚街25号 
205,香槟花园 
206,光华壹号 
207,香木林新城 
208,中铁瑞景颐城 
209,龙湖翠微清波B区 
210,香榭名苑 
211,证大正府 
212,文庙前街67号 
213,锦里西路123号 
214,成都花园翠雍华庭 
215,大地锦苑 
216,光华欣苑 
217,北大花园 
218,贝森兴苑 
219,富力史丹尼国际公寓 
220,蜀风花园城 
221,王家塘巷2号 
222,长顺上街251 
223,忠孝巷4号 
224,金阳易诚国际 
225,鼓楼世家 
226,中同仁路39号 
227,海宁西苑 
228,万达公寓(青羊) 
229,金地嘉年华城A区 
230,力迅领筑 
231,金沙鹭岛二期 
232,釜山国际城市公馆 
233,四道街1号 
234,成飞512小区 
235,公元西 
236,西城角巷11号 
237,石人南路31号 
238,石人北路100号 
239,长城园 
240,自由城 
241,石人南路100号 
242,听城 
243,清江花园 
244,长虹和悦府 
245,文庙后街82号 
246,青华路24号 
247,天合凯旋城 
248,长富新城 
249,绿地新里城三期 
250,长顺上街116号3号院 
251,仁厚街23号 
252,锦都 
253,古中市街28号 
254,金沙西园二期 
255,小通巷8号 
256,商业街6号 
257,金沙西园四期 
258,金河路63号新1号 
259,光明巷18号 
260,浣花居 
261,文武路77号 
262,盛世年华 
263,燕沙庭院 
264,江信大厦 
265,人民中路一段5号 
266,78号观邸 
267,四道街15号 
268,蜀华街55号 
269,包家巷99号 
270,东马道街22号 
271,蜀华街32号 
272,兴城融域 
273,石人西路8号 
274,文翁华府 
275,金沙云庭 
276,人民中路一段6号 
277,少城路11号 
278,东通顺街55号 
279,东二道东街52号 
280,保利金香槟 
281,正成艺墅洋房 
282,金河路75号 
283,二十一世纪花园一期 
284,汇厦少城百花里 
285,金色夏威夷 
286,汇厦少城琴台府 
287,汇厦少城锦官郡 
288,丽阳天下 
289,锦里西路127号 
290,方池街39号 
291,文翁路182号 
292,玉泉街24号 
293,太升北路33号 
294,现代城人民公园 
295,上汪家拐街34号 
296,商业街37号 
297,大有巷1号 
298,冠城花园三期 
299,上翔街32号 
300,时代凯悦 
301,汇厦少城文墨阁 
302,大石东路9号院 
303,东珠美地 
304,揽胜金沙 
305,中铁西城西苑 
306,草堂西院 
307,锦里东路48号 
308,文庙西街31号 
309,孟家巷9号 
310,柏仕晶舍 
311,清江东路360号 
312,绿地新里城四期 
313,浪琴湾 
314,时代天骄 
315,四季春天 
316,清江美庐 
317,科沁苑 
318,朗基龙堂 
319,鼓楼北四街28号 
320,金沙鹭岛一期 
321,青羊龙栖苑 
322,尊城国际 
323,支矶石街15号 
324,金沙愉景二期 
325,凤栖桐 
326,颐和京都 
327,金沙愉景一期 
328,捷隆公寓 
329,光华岁月二期 
330,东马棚街18号 
331,清江苑 
332,实业街17号 
333,灯笼街142号 
334,光华揽胜 
335,龙洲花园 
336,蓝苑 
337,清波苑一期 
338,心愿花园二期 
339,西雅苑 
340,狮子巷22号 
341,中铁双龙湾 
342,金沙岁月 
343,雅雨苑 
344,万和路30号 
345,正成香域 
346,华明居 
347,连心苑 
348,融创观玺台花园 
349,金沙园二期 
350,金林大城小室 
351,支矶石街25号 
352,西岸蒂景 
353,支矶石街3号 
354,石人东路13号 
355,二道桥街6号 
356,大庆路97号 
357,恒森朗晴居 
358,牧电后街11号 
359,仁和金沙 
360,锦天国际 
361,狮马路4号 
362,银杏公寓(青羊) 
363,建发金沙里 
364,电子研究所宿舍 
365,战旗东路7号 
366,泡桐树街14号 
367,中大君悦金沙六期 
368,支矶石街24号 
369,百花西路19号院 
370,颐景园 
371,玉泉名居 
372,罗马国际 
373,天籁村 
374,天越 
375,百花竹苑 
376,栅子街12号 
377,瑞联路49号 
378,美苑(青羊) 
379,西双苑 
380,光华美地 
381,清江雅居 
382,商业街69号 
383,磨底河横街10号 
384,望仙场街37号 
385,快乐空间 
386,国一梦巢 
387,瑞景光华 
388,置信丽都玉园天俊 
389,浣花长乐坊 
390,石人东路11号 
391,锦城华府 
392,大石西路20号 
393,齐力碧水湾 
394,中大君悦金沙三期 
395,德商金沙十年 
396,蔚蓝天地二期 
397,德盛路75号 
398,石人西路28号 
399,支矶石街31号 
400,战旗东路9号 
401,蔚蓝天地一期 
402,西苑公寓 
403,人中苑 
404,碧华邻 
405,浣花北路16号 
406,百卉路11号 
407,光华干休所 
408,石人南路12号 
409,西胜街18号 
410,光华公屋一期 
411,富诗特 
412,浣花北路6号 
413,商业街41号 
414,中南大街58号 
415,青森小区 
416,清溪东路1号 
417,育婴堂街24号 
418,西映金沙 
419,草堂小筑 
420,文苑路70号 
421,艺水芳乡 
422,包家巷80号 
423,金沙揽胜二期 
424,金河路63号 
425,福华新起点 
426,上池正街108号 
427,卧龙晓城 
428,吉祥街39号 
429,万和电信公寓 
430,锦欣苑 
431,黄瓦街56号 
432,石人中巷7号 
433,多子巷13号 
434,玉皇观街83号 
435,西华家园 
436,朗诗西溪里 
437,清溪南街20号 
438,欣园二期 
439,百花雅园 
440,玉泉街62号 
441,守经街6号 
442,鸿生花园 
443,一环路西二段15号 
444,一环路西二段17号 
445,长顺下街67号 
446,槐树街26号 
447,清江东路358号 
448,少城路7号院 
449,西马棚街28号 
450,清江东路31号 
451,将军街18号 
452,优品道央作 
453,花样年华新街坊二期 
454,石马巷4号附10号 
455,金沙鹭岛三期 
456,悠然雅舍 
457,文庙后街51号 
458,福德街 
459,时代锋尚 
460,方正东街7号 
461,锦宏丽景花园 
462,财经商住楼 
463,清溪庭苑 
464,锦都四期 
465,实业街9号 
466,清江东路39号 
467,梓潼街37号 
468,西马棚街38号 
469,牧电巷38号 
470,实业街27号 
471,长富花园 
472,小关庙后街27号 
473,雍锦湾 
474,锦里西路72号 
475,小关庙街33号 
476,交大靓典 
477,清溪南街9号 
478,百草园 
479,兴城佳域 
480,财富领地 
481,洛阳路138号 
482,中大君悦金沙四期 
483,同顺公寓 
484,四道街3号 
485,龙栖路644号 
486,华明家园 
487,铁建园 
488,欧苑 
489,十二桥路34号 
490,清江东路366号 
491,金瓯路330号 
492,草堂北支路3号 
493,东马道街70号 
494,三桂前街87号 
495,东通顺街26号 
496,石人正街88号 
497,瑞通凯域 
498,玉泉街125号 
499,红墙巷25号 
500,浣花北路26号 
501,龙湖融信卓越·青云阙 
502,西城家园二期 
503,金沙春 
504,鑫城立方生活 
505,双清南路4号 
506,艺术家苑 
507,星立方 
508,中坝小区 
509,横四道街2号 
510,清江东路352号 
511,石人南路32号 
512,西华苑(青羊) 
513,文武路152号 
514,金辉苑 
515,百花西路9号 
516,锦秀民居 
517,百卉路4号 
518,六月花苑 
519,长顺上街285号 
520,中海金沙府 
521,植物油场宿舍 
522,商业街3号 
523,金沙西园三期 
524,鼓楼南街100号 
525,合能西贵金沙 
526,群宁街3号 
527,双顺路60号 
528,杏苑 
529,青龙巷21号 
530,青羊教师公寓 
531,原景晓筑 
532,远洋万和公馆 
533,长顺下街148号 
534,蜀风花园城二期 
535,福珠苑 
536,二十一世纪花园二期 
537,正府街106号 
538,光华里花园 
539,金地39峯 
540,锦西民宅 
541,金河路71号 
542,科联街7号 
543,正通顺街140号 
544,泡桐树街20号 
545,文汇院 
546,上翔街31号 
547,天鹅星座 
548,百花教师苑 
549,吉祥街 
550,东门街60号 
551,浣花院子 
552,天成街 
553,同善桥东街8号 
554,吉祥街14号 
555,春语花间 
556,东二道街70号 
557,柿子巷13号 
558,石人南路34号 
559,洛阳路188号 
560,清江之春 
561,西马棚街23号 
562,石人西路33号 
563,泡桐树街9号 
564,桂花巷60号 
565,千和沁香华庭 
566,清溪南街5号 
567,文庙西街13号 
568,青华路8号 
569,北斗星花园 
570,方池街36号 
571,梓潼街42号 
572,青华北一街10号 
573,锦卉苑 
574,石人南路85号 
575,世纪太升 
576,荣华公寓 
577,西城公寓 
578,奎星楼街25号 
579,柿子巷3号 
580,通锦桥路168号 
581,西城花园 
582,齐力花园 
583,红墙巷62号 
584,清溪东路80号 
585,东珠市街18号 
586,大庆路91号 
587,鼓楼国际 
588,焦家巷35号 
589,浣花里100号 
590,横小南街2号 
591,欧韵金沙 
592,康欣苑 
593,清溪南街11号 
594,光华锦苑 
595,光华嘉苑 
596,中华家园西区 
597,方池街21号 
598,绿城金沙凤起朝鸣 
599,群和街9号 
600,蜀华街43号附2号 
601,宏通苑 
602,中国铁建西派金沙 
603,新阳光健康家园 
604,金沙园三期 
605,王家塘街6号 
606,小南街公寓 
607,王家塘街81号 
608,包家巷127号 
609,狮马路70号 
610,东城根下街24号 
611,石马巷13号 
612,照壁巷9号 
613,少城公寓 
614,清溪东路2号 
615,西马棚街34号 
616,皇冠花园 
617,成勘院电梯公寓 
618,天合凯旋天际湾 
619,华府金沙 
620,光华苑二期 
621,培风小区80号 
622,青华北一街5号 
623,鼓楼洞街7号 
624,青羊上街398号 
625,支矶石街7号 
626,石人正街27号 
627,红墙国际 
628,青华路20号 
629,王家塘街82号 
630,浣花新城 
631,豪斯花园 
632,上池正街93号 
633,西城角巷13号 
634,商业街25号 
635,内姜街70号 
636,新光华街9号 
637,东马棚街16号 
638,梨花街1号 
639,红墙巷24号 
640,鸿运之星 
641,槐树街32号 
642,清溪东路7号 
643,人民西路147号 
644,青羊上街185号 
645,书香街13号 
646,科联街19号 
647,太升北路5号 
648,鹏宇大厦 
649,鼓楼北二街55号院 
650,春天花园 
651,锦里西路113号 
652,太升南路79号 
653,青羊上街138号 
654,帘官公所街49号 
655,石人南路35号 
656,泡桐树街3号 
657,鼓楼北三街80号 
658,青羊上街208号 
659,牧电路12号 
660,上同仁路50号大院 
661,多子巷5号 
662,金福苑(青羊) 
663,东二道街74号 
664,清溪瑞园 
665,总府路81号 
