,0
222,兴元华盛二期 
223,首创爱这城一二期 
224,水碾河社区 
225,东桂二号院 
226,华西花园一期 
227,西南电力设计院小区 
228,首创光和城 
229,东篱居二期 
230,撷英卉苑 
231,祥和里82号 
232,府青路二段18号 
233,向龙小区 
234,嘉通云尚 
235,香山长岛 
236,驷马康城 
237,蓉府尚座 
238,锦府 
239,隆鑫印象东方 
240,永立·龙邸B区 
241,高地 
242,双林巷7号 
243,祥和里87号 
244,华西雅筑 
245,蓝光锦绣城 
246,锦绣上城 
247,蓝润V客尚东二期 
248,蓝润V客东区 
249,猛追湾东街4号 
250,北湖龙郡 
251,瀚林花园 
252,澳深花园 
253,华宇旭辉锦绣广场 
254,双水康城D区 
255,万科金域蓝岸 
256,太阳公元二期 
257,青乐苑A区 
258,槐树苑二期宏苑 
259,机车馨苑 
260,双林中横路14号 
261,龙湖三千城A区 
262,石油苑 
263,人民苑 
264,华西花园二期 
265,万科金域蓝湾一期 
266,阳光舜苑 
267,红光小区(成华) 
268,祥和里166号 
269,隆鑫九熙三期 
270,祥和里1号 
271,华天阳光 
272,国光九街坊 
273,马克公馆一期 
274,城投东庐 
275,邮政宿舍 
276,保利林语溪二期 
277,金科天籁城 
278,祥和里225号 
279,长天路12号 
280,青乐苑C区 
281,理想城 
282,万科金色乐府 
283,西派泊玥 
284,佳州星城 
285,新鸿南二巷18号 
286,成电花园文德苑 
287,蓝光乐彩城一期 
288,香澜半岛 
289,万科金色家园 
290,华宇阳光四季 
291,中铁二局玛塞城 
292,观城 
293,solo一期 
294,龙湖三千城二期B区 
295,电建地产洺悦锦园 
296,双林路44号 
297,青龙乾院B区 
298,华栋云庭 
299,朗诗萃樾 
300,碧桂园中环荟 
301,蓝润蓝客城 
302,枫瑞苑 
303,摩玛新城 
304,万科天荟 
305,致祥路36号 
306,关家社区 
307,双林路24号院 
308,东风路北二巷4号 
309,富临大厦 
310,布坝子街9号 
311,华府沙河 
312,宝源驷马城 
313,国光一环大厦 
314,首钢蓉城里 
315,沙河丽景 
316,府青惠园 
317,东立国际广场 
318,蓉铁花园 
319,青秀朗宸（二期） 
320,蓝润v客尚东一期 
321,蓝光锦绣城二期 
322,荆竹小区6号院 
323,沙河庭院 
324,鹤林小区 
325,蓝光雍锦阁 
326,明信鹭湾B区 
327,槐树苑二期锦苑 
328,隆兴嘉苑 
329,澳深天健园 
330,东风路居民点 
331,四季长春B区 
332,万科金域蓝湾二期 
333,四季长春A区 
334,昭青怡园B区 
335,双桥北二街 
336,华宇阳光尚座 
337,九龙仓御园一期 
338,世茂玉锦湾二期 
339,沙河北岸 
340,御龙山一期 
341,平安正街47号 
342,明信鹭湾A区 
343,北回归线一期 
344,槐树苑二期民苑 
345,桃源社区二号院 
346,南洋小区 
347,福晟钱隆天下 
348,建川梦追湾公馆 
349,新鸿苑 
350,双林路136号 
351,紫云居 
352,居家福地 
353,滨河丽景 
354,沙河锦庭 
355,双园巷1号 
356,锦电苑 
357,金城商住楼 
358,尚东美林一区 
359,明苑 
360,龙城 
361,东方丽景(成华) 
362,国光苑 
363,协信中心 
364,田园 
365,佳年华广场一期 
366,华润二十四城四期 
367,九龙仓御园二期 
368,万科魅力之城三期 
369,华晨雅庭 
370,荆竹小区3号院 
371,香木林花园 
372,华林西苑 
373,多弗国际中心 
374,东方锦都 
375,博闻八里锦汇 
376,长融一代天骄 
377,青秀阅山府 
378,双林二巷1号 
379,馨地居 
380,慧苑(成华) 
381,香木林花园里 
382,双建路28号 
383,春熙苑二期 
384,天祥大厦 
385,双林路332号 
386,东桂一号院 
387,九龙仓御园四期 
388,双林二巷2号 
389,保利珑堂里院 
390,锦泰公寓 
391,水岸华庭 
392,河畔华苑二期 
393,家益锦华苑 
394,桃溪苑 
395,白莲小区二号院 
396,蓝光锦绣城21栋 
397,银锣湾 
398,民兴东苑 
399,博闻时代锦汇 
400,荆竹小区8号院 
401,二仙桥东路11号 
402,城投置地梧桐栖1期 
403,漫岭云天 
404,新鸿南路159号 
405,龙湖梵悦台 
406,荆竹小区1号院 
407,凤翔华庭 
408,宝泰家园 
409,420厂宿舍 
410,双桥路249号 
411,天伦花园(成华) 
412,成发紫悦府 
413,蜜城(双林南支路) 
414,华润润府 
415,双水康城A区 
416,甲壳特区 
417,龙锦雅苑 
418,龙湖铜雀台 
419,建设北路一段3号 
420,东兴大厦 
421,府青路二段3号新11号 
422,紫金花园 
423,平景苑西区 
424,玉双路3号 
425,银通苑 
426,建行宿舍(成华) 
427,平景苑东区 
428,双桥路北社区 
429,成功格林尚城 
430,舜和家园B区 
431,金珠苑 
432,居民大院 
433,川锋苑 
434,新港公寓 
435,泰怡花园 
436,安庆苑 
437,东风路北一巷1号 
438,圣地名居 
439,仁和苑(成华) 
440,长天路3号 
441,上行东方 
442,长天路10号社区 
443,祥和里96号 
444,桃源社区一号院 
445,青龙小区 
446,新华商住楼 
447,欣苑(成华) 
448,新城俊园 
449,新禧苑 
450,锦绣东方二期 
451,新鸿公寓 
452,新龙苑东区 
453,沙河湾 
454,中迪创世纪 
455,府青路东五街 
456,魅力阳光 
457,青龙日月苑 
458,四川地质医院宿舍 
459,新鸿社区107号大院 
460,和泓东28 
461,成大附中宿舍 
462,东升花园 
463,天祥街70号 
464,怡福社区 
465,春熙苑一期 
466,建华南巷9号院 
467,尚东美林三区 
468,槐树苑二期欣苑 
469,新龙苑西区 
470,红光三区 
471,城投置地梧桐栖2期 
472,建设中街11号 
473,东虹路54号院 
474,望平街76号 
475,荆竹小区7号院 
476,热电厂宿舍 
477,秀苑路6号 
478,民兴西苑 
479,新鸿南一巷33号 
480,馨和苑(成华) 
481,枫祥苑 
482,圣合苑 
483,朗基城·少公馆 
484,团结社区 
485,金房玺座 
486,平安馨苑 
487,龙湖丽景B区 
488,玉双路110号 
489,站北东街3号 
490,新华创客居 
491,玉双路5号 
492,双林中横路53号院 
493,沙河凤凰城 
494,万年场下街121号 
495,新鸿社区 
496,秀林苑西区 
497,欣河苑 
498,建设南街8号 
499,世茂玉锦湾一期 
500,新华佳园 
501,双桥路南六街 
